地点,价格,照片,各性描述,屋内情况,不适宜,适宜,房东姓名,房东性别,综合分数,整洁卫生,描述相符,交通位置,安全程度,性价比
北京市石景山区香山南路168号院西山枫林一区,459,23,为你的美丽健康选择温馨干净的家，离中国医学科学院外科整形医院只有100米，没有床位的尴尬一去不复返了！住院陪床的疲惫也解决了，自己在家做饭吃的舒服！早上遛弯去八大处爬爬山，静静心！香山的四季美景不能错过！植物园的花香满园使你久久不能往返！下楼就有多个公交车，101.318.489.598.112.992.347.109交通方便。步行3分钟到达整形外科医院，乘车3站到达八大处，不行3分钟到达国家检查官学院，3分钟到达射击射箭中心，三分钟到达协和护理学院，五站到达香山，6站到达植物园。紧邻工人疗养院，首钢医院，首钢篮球馆北方工业大学，物美超市，苹果园地铁站，中关村科技园区，知名的高尔夫球场！,温馨舒适的家为你旅游探亲访友美哒哒提供最好的住处！24小时热水，24小时电梯，充足的停车位，免费WIFI，免费做饭！充沛阳光1.8*2.0大床房！歌华有线免费宽带通！你北京的家欢迎你！,适宜儿童适宜老人适宜残疾人浴缸牙具毛巾香皂允许吸烟允许聚会允许带宠物,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸浴液 洗发水允许做饭,祝竹,Woman,5分,5分,5分,4.9分,5分,5分
bsMayn,洪千,猪猪包的猪猪包,小飞度,cj矿泉水,库爱爆米花,le喆妈,马桂花m,歲月靜好p1,王世伟123,dp呵呵,轻舞飞扬1983,泡芙xq,我没有野心,小胖居,1t二师兄,海之幽兰小窝,彭熹,林兰青
入住时间：2019年05月干净整洁舒适,入住时间：2019年02月非常不错的民宿，房东热情，房子干净，温馨，温暖，各种生活用品一应俱全，小区北门，西门外就是公交站点，还有物美超市，在这里我们一家过了个好年。房东回复:非常感谢你们入住我家！在北京过一个愉快的春节！,入住时间：2018年12月房东阿姨很热情人很好，真的要给超级好评啦后来因为自己的原因要提前退房，房东阿姨也很耐心的帮我解决。房子超级温馨，就是和图中一样的～暖气超级舒服，交通也很方便。总之一切都是棒棒哒！房东回复:离整形外科医院只有200米，舒适安静的大两居，冬天暖气十足，夏热通透凉爽，对于南方的朋友来说非常舒服！,入住时间：2018年10月很干净，特别好。房东回复:非常感谢你们的入住！卫生保持的非常好！温馨舒适的家给你们的周末带来愉快的体验！有机会介绍朋友们来家里度周末！,入住时间：2018年10月干净丶整洁，交通方便，有停车位，价格合理。房东大姐很热情！可以做饭，我们一家都很开心，还做了两顿饭，真心感谢房东大姐！房东回复:非常感谢你们选择我家入住！交通方便，经济实惠型的家给你们提供方便！入住期间卫生保持非常好！,入住时间：2018年10月很好的住宿体验房东回复:非常感谢你们选择我家入住！离香山非常近，318路公交直达！交通方便，温馨舒适的家给你们提供方便！,入住时间：2018年10月第一次订民宿不错的体验，房东姐姐热情亲切，家里干净整洁，周边交通也很方便，下次还会预订。房东回复:住的非常干净！,入住时间：2018年09月房子住的挺舒服的房东回复:非常感谢你们入住！过来培训的，入住期间非常好！紧邻培训中心！,入住时间：2018年09月房东姐姐人特别好，房子也宽敞整洁，住的很满意房东回复:非常感谢你们入住！入住期间卫生保持非常好！,入住时间：2017年08月忙的忘记点评了，家非常干净，遇到点儿小麻烦，幸运的解决，非常棒的居住环境，点赞房东回复:入住期间卫生保持的非常好！非常感谢你们入住！八大处整形外科医院三人间>,入住时间：2019年05月环境安静，安全。一应俱全，厨房设备齐全。床很舒服，有种回家的感觉。房东人很好，热情好客。选房子就选这家。房东回复:入住的非常干净！高素质房客！特价房五棵松301八角游乐园故宫天安门大两居>,入住时间：2019年04月交通很便利，附近设施齐全。房东回复:非常感谢你们你们选择我家入住！八大处整形外科医院三人间>,入住时间：2019年03月房间很大，位于上层，明亮房东回复:非常感谢你们选择我家度周末!故宫天安门301医院游乐园精装房>,入住时间：2019年03月环境不错，干净。房主人很好房东回复:感谢你们选择我家入住！有礼貌的美女！不错！301医院古城地铁站口豪华型loft商住两用(该房源已删除),入住时间：2019年02月房东姐姐人超好入住感也好走的时候有一小部分垃圾没带走房东姐姐也帮忙收拾了推荐指数，五颗星房东回复:非常好的美女！故宫天安门301医院游乐园精装房>,入住时间：2019年02月第一次在此平台订民宿，感觉非常的好，房东的房间与图片介绍一样，干净整洁，一进去就有家的感觉，基本的生活用品，厨房配置齐全，每天的生活就像在家里一样，退房的时候我还有点舍不得走出行方面出门走路十来分钟就到地铁了，到市区各景点都非常方便，楼下还有买菜的超市，非常方便，退房时房东过来搞卫生时我还没走，双方聊家常聊得非常开心，房东人非常好，平常有什么问题请教的时候回复的非常快。以后过来北京玩我还会继续选择住这里，也会非常乐意推荐给来京玩的朋友。房东回复:全家来北京旅游，两个可爱的宝宝，漂亮的妈妈，能干勤快的爸爸，幸福的一家人，入住期间卫生保持的非常好！欢迎你们介绍朋友来北京入住我家！特价房五棵松301八角游乐园故宫天安门大两居>,入住时间：2019年02月优点:1.房东阿姨人非常的好，非常热情，有问必答2.交通方便，虽然在五环，但离地铁还是挺近的3.周边还有一个公园，我们来的时间刚好有庙会4.房子周边非常安静，可以安心，屋内有三张床，暖气很足不足:1.电视节目不多，遥控器不会用，对于老人来说，可能会有点无聊2.房间内隔音效果有点差，主卧阳台没有拉门，只有窗帘房东回复:非常有礼貌的房客！入住期间卫生保持的很好！感谢你们选择我家入住！安静舒适交通方便的家给你们在北京带来不一样的感受！301医院古城地铁站口豪华型loft商住两用(该房源已删除),入住时间：2019年02月房子干净整洁舒适温馨。房东热情体贴。下次来北京还住这房东回复:非常感谢你们你们选择我家入住！交通方便，安静舒适温馨的家，给你们在北京的春节添彩！301医院古城地铁站口豪华型loft商住两用(该房源已删除),入住时间：2019年01月非常棒，非常舒服，干净，下次去北京还会再去入住房东回复:非常感谢你们选择我家入住！时尚潮流装修装饰，干净舒适的的复试结构！给你们提供一个别样的环境！八大处整形外科医院三人间>
北京市朝阳区延静里西街,408,19,希望结实爱分享，善良热情的人地铁14号6号C口D口出，1公里即可到达公寓，，公交线路496.657.450.690.740红领巾桥南下车即可,房间大飘窗+大阳台，阳光充裕，提供24小时热水，中央空调.电视机，电水壶，电吹风。房客使用权限：大床1.8*2米，床品一客一换；请节约水电，燃气，毛巾浴巾，洗发水，护发素、纸巾，洗衣粉等无偿提供；厨房用具可以免费使用、烹饪调料须自备，提供一次牙具，梳子，拖鞋、每个房间都有空调，也欢迎您带家人来北京，这里会是您旅途中温馨的家！！！由于很快进入夏季了，天气越来越热，整个大厦在5月15日统一供应冷气，咱们这面属于商住两用的房间，用的是中央空调，晚上住户比较少，23.00到隔天8点以前空调可能不会太凉，但是房间已经预备了空调扇可以使用，也很凉快，介意的可以慎拍哦,适宜老人门禁系统饮水设备浴缸允许做饭允许聚会允许带宠物适宜儿童适宜残疾人,热水淋浴无线网络空调电视电梯洗衣机冰箱停车位暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许吸烟,安琪儿Princess,Woman,5分,暂无,暂无,暂无,暂无,暂无
北京市大兴区瑞公馆,349,24,"绿叶·LOFT商务复式是一套宜家风格的智能家居的复式楼。房源是智能门锁，可以自行入住。房源紧邻北京地铁4号线生物医药基地站，对过就是龙湖时代天街购物中心，北京南边最大的购物中心之一。Greenleaves,LOFTbusinesscompoundisacompoundfloorofikeastyleofsmarthome.Housingisasmartdoorlocks,willbeabletocheckin.HousesclosetotheBeijingsubwayline4biomedicalbasestation,acrossisYinlonghuerashoppingcenter,oneofthebiggestshoppingcentersinthesouthofBeijing.周边公共交通：地铁4号线-生物医药基地站，兴21路、兴28路、兴28路区间、兴27路、兴30路、兴44路、兴48路。","房间楼上是两个大床，楼梯隔开，一个是2m×2m，一个是1.8m×2m，床之间用帘子隔开。1.8m床旁边是个办公桌，方便办公。楼下是客厅，阳台，厨房，卫生间。阳台有窗户，窗帘，可以晾衣服；客厅有沙发，茶几，智能电视，餐桌，冰箱，生活用品一应俱全。厨房是开放式的，调料，餐具，刀具，电饭煲，炒锅等准备的很充分。卫生间很大，洗澡很舒服，洗漱用品，毛巾，浴巾，吹风机都有准备，可以洗衣服。Separatedroomupstairs,twobigbed,stairs,oneis2m*2m,oneis1.8m*2m,withcurtainsseparatedbeds.1.8mbedisadesk,convenientoffice.Downstairsisasittingroom,balcony,kitchen,toilet.Thebalconywindow,curtain,hangingclothescan;Inthelivingroomsofa,teatable,smartTV,table,refrigerator,articlesfordailyuse.Thekitchenisopen,condiment,cutlery,knives,ricecooker,isreadytofrypan,etc.Bigtoilet,bathverycomfortable,toiletries,towels,bathtowel,hairdryerhasprepared,canwashtheclothes.",浴缸允许聚会适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许带宠物,徐向杰,Man,4.9分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区清河营南街华贸城,458,18,电梯直达华贸天地商业街！商街有配保利电影院，有各种餐厅如澳门味道、眉州东坡酒楼、巴依老爷新疆菜、某个时间烤串、呷哺呷哺火锅高端店、云南特色餐厅、韩国烤肉、日本料理、泰国菜……餐厅简直太多了数不过来()距离地铁北苑站13号线约500米，出门步行100米即是公交车站，交通非常便利。特别提示~重庆高端公寓内民宿，熟客预订享受特价！距离地铁北苑站13号线约500米，出门步行100米即是公交车站，交通非常便利。,整体北欧风格的装修，简洁有设计感。公寓内配备舒适的大床和床垫，相信您一定会舒舒服服的睡个好觉！除此之外卧室还有空调、衣柜、挂墙液晶电视、免费wifi以及独立的卫生间哦（24小时热水是妥妥滴）！如果您想做饭，厨房免费提供给您，厨具齐备，快来大展厨艺吧！,适宜儿童适宜老人适宜残疾人浴缸有线网络,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会允许带宠物,途中双喜,Woman,暂无,暂无,暂无,暂无,暂无,暂无
北京市朝阳区百子湾路16号后现代城,388,9,哈喽，大家好！我是James，一名喜欢旅行和骑行的阳光大男孩，刚好在旅途中得知小猪，一个可以住进别人家的神奇平台，因为经常出门，而骑着单车的时候刚好可以放在别人家里面，每到一个地方就能结识几位朋友，很方便很有感觉，享受着家里面的温馨。现在自己开始成为一名房东，希望自己的努力能给旅行或出差的朋友们提供一个舒服的空间，享受在北京的“家”。地铁7号线大郊亭站B口出往东北方向走，5分钟即到小区南门，小区紧靠东四环，楼下就是公交站和地铁站，公交有23路由东向西、地铁7号线大郊亭站和九龙山站，距离北京火车站3公里左右，往来机场非常方便，距离国贸、大望路、双井、三里屯等非常近。,房屋为精心设计开间，配备乐视2电视，配备3D眼镜以便您享受影音带来的欢乐。房间带有落地窗，无敌的视野，设施现代时尚，我们也提供了很便利的厨房用品和极速Wi-Fi，欢迎大家入住。坐落于百子湾路后现代城，艺人明星出没的小区，小区环境优美安静，24小时便利店、餐饮咖啡馆比比皆是，居住条件非常便利，周边有竞园等拍摄艺术区，比邻双井、国贸、大望路等热闹商圈。房屋地理位置优越，配套设施完善，交通方便，居住安全。,浴缸适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会允许带宠物,逅客后现代城店,Woman,4.7分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区朝阳北路柏林爱乐二期34号楼,340,20,"亲爱的朋友们，非常高兴你能看到我们的房子，我们是一对刚刚转型做民俗的夫妻，我们爱生活，爱旅行，爱运动，爱结交朋友，通过旅行我们发现小猪为我们这些喜欢民俗的旅行者，提供了更快融入一个城市的方式，让我们认识更多朋友，也让我们在旅行中，也能像在家一样舒适，放松，自在，温暖，所以认识到小猪是一种生活方式，也真正理解到分享经济的可行性，所以我们通过小猪分享自己的家，认识更多的朋友，不论你是谁，从哪里来，到这里希望你能如亲人家一样的开心，快乐。友情提示：本人就住在房子附近，如果需要什么帮助，很方便就能找到我，我们会尽我所能的满足你。小区离地铁六号线黄渠站六七分钟距离，可以直达南锣鼓巷，北海，另外还有多趟公交车731,488,506,911等直达小区门口，方便不同方式的出行需求。小区东门往东六百米是大型综合购物商场：龙湖长楹天街，对面是华联购物中心，跟家人朋友去买买，去看看新上映的大片都是极好的。距离北京南苑机场33公里，约50分钟车程距离首都国际机场17.6公里，约19分钟车程距离北京站21公里，约40分钟车程距离北京西站30.9公里，约61分钟车程距离北京南站27.7公里，约40分钟车程",现代装修风格，配有百兆宽带，急速上网，厨房厨具齐全，液晶电视，舒服的宜家沙发，全套浴室洗漱用品，保证品质的前提下，让您有个舒服的休息环境,停车位浴缸允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会,Emma的小家,Woman,4.9分,4.8分,4.9分,4.9分,4.9分,4.9分
yr高小璐,九州烟雨任浮生,风浪中溜达,我爱帅帅宝,wssuyi,金小台,Zch_hn,苏苏05,mirage31,meimei221,enmz6w,文化属性,啾秋啾,萌琦琦的美甲店,Ashley5y,小峰1994,丽丽图,张伟i7,Rebecca311
入住时间：2019年05月房东人很好，房间设施齐全,入住时间：2019年03月总体来说很不错，房东小姐姐超级好，第一天住的时候不能做饭，第二天帮忙调了房间。距离地铁站很近，出行也比较方便。我是晚上九点的飞机，跟小姐姐说过之后还允许留到了下午再离开。总之是一次很好的体验，下次再去玩，还会选择这家的。就是希望下次再入住的时候，直接给我的就是房间门锁都是好的房间，还是很谢谢房东小姐姐的热心啦！房东回复:谢谢亲爱的好评和认可，也很开心通过短租认识了新朋友，这就是我做民宿的初心，感恩！祝您好运,入住时间：2019年02月真心不错，房子没煤气了还给调了一间很舒服。房东回复:谢谢您的好评，期待下次入住呢,入住时间：2019年02月美女房东很热情，主动帮我们调换房间，洗衣做饭很方便，大投影也可以看，入住很愉快有家的感觉，值得推荐！房东回复:谢谢亲爱的好评，还在不断的改进中，希望下次有机会再为你服务,入住时间：2018年12月房间很大，在小区靠里的一点，不难找。该有的东西都有，客厅和卧室里各有一个能斜躺着的沙发椅。落地窗好评而且整个房间的空间显得很通透，现在是冬天不太能开窗，到夏天的感觉应该会更好。淋浴头没有挂的地方，可以改天钉一个上去吧，基本上没有别的可以说的地方了，比较开心的入住。房东回复:谢谢亲的好评，你住的好就是我开心的事情，希望有机会再见，下次来优惠哦,入住时间：2018年11月整体的感觉还不错，房子还比较干净，房间架子上挂着新洗的床单被罩。床很舒服，是大床。房间也非常暖和。房东回复:谢谢亲爱的好评，经营了三年民宿了我一直在让客房每天都有变化，希望我的努力可以让您有个好心情，下次来优惠哈,入住时间：2018年11月小屋很温馨，周边环境也很棒～整体都很不错哦～,入住时间：2018年11月毛巾没有其余体验还可以,入住时间：2018年10月和房东沟通很顺畅，有求必应，有问必答，除厨房卫生差点，其它都好。购物，交通都很方便，居住安静，安全。,入住时间：2018年10月房主人好热情国贸传媒大学六号线黄渠旁精装整租大两居>,入住时间：2019年05月好好好！真好！近机场国贸CBD传媒六号线黄渠温馨一居室>,入住时间：2019年05月干净。房子收拾的不错，住着温馨，适合一家人出游国贸传媒大学紧邻六号线黄渠站精装大一居室>,入住时间：2019年05月照片与实物差不多，是喜欢的风格，交通很方便，就在地铁站附近，没多远有购物的地方，很方便。房间卫生也很好，房东很好说话，会推荐周围美食什么的。这次入住很棒！近国贸双井地铁旁首城国际精装温馨大开间>,入住时间：2019年04月门锁差点意思，不是密码锁传媒，二外，长楹天街常营地铁零距离豪装次卧>,入住时间：2019年05月卫生太差了一开门一股异味沙发上的垫子脏成黑油条了我都不敢坐卫生间到处都是头发保洁太糊弄人了吧不推荐房东回复:亲你住的哪套房？评价错了吧！让我晕一会传媒，二外，长楹天街常营地铁零距离豪装次卧>,入住时间：2019年04月房东非常好。房间非常干净。传媒，二外，长楹天街常营地铁零距离豪装次卧>,入住时间：2019年04月很好，干净卫生。传媒国贸CBD六号线黄渠旁精装带投影温馨一居>,入住时间：2019年04月超级棒啊啊国贸传媒大学六号线黄渠旁精装整租大两居>,入住时间：2019年04月我和同事都太喜欢住在这里了，虽然有些设施有点老旧不过不影响住宿，出门在外真的要选一个舒服的地方来住。房主人特别好，我们来的第一天就帮了我们大忙，以后再有同事来出差，一定推荐这里。国贸妇产医院蓝港三里屯金台路地铁旁温馨一居>
北京市朝阳区荧屏里,369,32,本人是一位热爱生活、热爱电影的男孩，尤其喜欢旅行，在旅行中可以结识新的朋友，分享彼此的成长故事和经历，体验各地的风土人情。我希望在这里能认识你，如果你感兴趣，我愿意分享有趣旅行经历，同时您将体验到我精心设计小屋，将给您带来不一样的居住体验。你将体验到一个充满艺术、卡通、生态和创意的时尚居住环境，畅快看片，尽情享受文艺清新之旅。对面就是北京最具特色的时尚艺术文库——798艺术区，希望你能感受到这里浓郁又清新的艺术气息。民宿和酒店的区别在于温度——家的温度、人的温度、交流的温度。我尽全力给您一个温暖、干净、舒适的家。我们也会尽全力帮您解决问题，满足要求。我们保证做到：【房屋】一客一保洁【床品】一客一换【餐具】一客一消毒有任何问题，都可以先和我们沟通，希望您能把我们当作朋友、家人房子位于798艺术区北侧，出了小区南门，过了马路就是798艺术区。地铁：距小屋最近为14号线望京南站，步行15分钟。北京地铁四通八达通达，可达任何任何主要景点和位置。公交：小区南门就有公交站，大山子路口东公交站，途径公交车几十个。可直达三里屯、北京站等主要景点。北京西站：地铁7号线（焦化厂方向）到九龙山换14号线到望京南站B2口下步行15分钟到小屋，约65分钟。北京站：地铁2号线（东直门方向）到建国门换1号线（四惠方向）到大望路换14号线，再望京南站B2口下步行15分钟到小屋，约50分钟。。北京南站：14号线直达望京南B2口下步行15分钟到小屋，约50分钟。首都机场：打车到小区，约20分钟。,【客厅】：电影客厅是复古文艺的影音环境。二到三人可坐的沙发，可坐在沙发上聊天，看电视、看电影，白色茶几上有零食，一边看电影一边休闲。怀抱沙发的背景墙是复古海报风格，各种经典大片海报您是否都曾欣赏过哦？液晶电视下的机柜里有茶叶、咖啡、垃圾袋、针线小工具等在客厅里绝对是您独享的休闲影音环境。【厨房】：超大厨房，超多厨具。这里有日常用的电饭煲，炒锅，高压锅、电火锅、蒸锅、热水壶、餐具和刀具，调料也都齐全，可做饭使用，夏天冰箱里将会给您准备免费的饮品和冰激凌。洗衣机方便好用，并配有衣物消毒水和洗衣液。【卫生间】：电热水器操作简单方便，24小时热水。洗漱用品应有尽有，毛巾、洗发水、沐浴露、洗手液、香皂、牙刷牙膏，吹风机都有，浴室为您准备了两双洗澡凉拖。【卧室】：超大卧室，超多享受。卧室为时尚文艺清新的装饰风格，配备舒适2米大床和柔软床垫，床头搭配优雅动听的爵士CD机，一拉即开。床头柜里有免费使用的电蚊香液、插线板、手动按摩器。卧室内配有超大储藏空间的衣柜和储物隔断（房东我亲子手工制作的柜子哦），可以放置大量的衣物和行李。除此之外小屋里还有免费百兆无线网、特色艺术吊椅、超大抱抱熊、文艺咖啡桌椅、超大绿色书柜、无限畅看杂志景点读物、超多卡通游乐玩偶、生态绿色植物、小米净化器、电暖气片、体重秤等。【阳台】：独立的阳台，可晒衣服，阳台上有各种萌萌的多肉植物，希望大家爱护哦，在外喧嚣浮躁的闹市中，这里独享一片安静和安逸。,停车位浴缸有线网络允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭,aikola,Man,5分,暂无,暂无,暂无,暂无,暂无
北京市石景山区八角游乐园地铁京原路5号,428,25,北京接地气的院落楼房！享受的楼房的舒适，感受平房的惬意！近八角游乐园地铁站，朝阳医院西院里的精装楼房，就医方便，出行方便，购物方便，近万达广场，家乐福超市，美廉美超市，八角游乐园，物美超市，万达影城！西长安街上的带小院楼房！距离八角游乐园地铁站口只有500米，在朝阳医院院里，隔壁是新华社，公交车385327958373337325527663959机场大巴！交通方便！,别具一格的院落楼房，内部设施齐全，厨房用品齐全，卫浴方便，大床房，双人沙发床，独立客厅，独立餐厅！独立院落！,适宜儿童适宜老人适宜残疾人停车位浴缸允许带宠物,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会,祝竹,Woman,4.9分,暂无,暂无,暂无,暂无,暂无
北京市大兴区龙湖时代天街西区4号楼,399,31,"【绿叶·麋鹿】它实际使用面积99平米，是一套现代北欧简约风格的复式楼大两居。房源是智能门锁，可以自行入住。房源距离北京地铁4号线【生物医药基地】站50米，对过就是龙湖时代天街购物中心，北京南边最大的购物中心之一。【leaves,elk】Itactualuseareaof99squaremeters,isasetofmodernNordiccontractedstyle,twoindoubleentrybuilding.Housingisasmartdoorlocks,willbeabletocheckin.HousesofBeijingsubwayline4station50meters【biologicalmedicinebase】,rightisYinlonghuerashoppingcenter,oneofthebiggestshoppingcentersinthesouthofBeijing.住在这里，20分钟可以去哪？【荟聚、宜家】购物商场乘坐地铁4号线8站，到北京最大的购物中心之一【荟聚、宜家】购物商场。【强烈推荐:荟聚北京口碑最好的餐厅，最时尚的品牌聚集。荟聚绝对是一个美食和购物的天堂，包括ZARA、H&M、Uniqlo(优衣库)、GAP、OldNavy、C&A、AmericanEagle、Forever21、Mango、CK等众多快时尚品牌，餐饮品牌也囊获了诸如沸腾鱼乡、峨嵋酒家、小吊梨汤、云海肴、西贝莜面村、小辉哥、新辣道、天意、BurgerKing(汉堡王)、Haagen-Dazs(哈根达斯)、Starbucks(星巴克)、满记甜品等众多耳熟能详且深受消费者喜爱的品牌】。Liveinhere,20minutescango?【poly,ikea】shoppingmallToBeijingstationbysubwayline4,8,oneofthebiggestshoppingcenterwill【poly,ikea】shoppingmall.【stronglyrecommended:bestrestaurantwillgatherinBeijinghere,gatheredthemostfashionablebrands.Huiisafoodandshoppingparadise,includingZARA,H&M,Uniqlo(Uniqlo),GAP,OldNavy,C&A,AmericanEagle,Forever21,Mango,CK,andmanyotherfastfashionbrand,brandcateringandclinchingthecountrysuchasboilingfish,Iputuoshanrestaurant,smallpearsoup,seaofclouds,siebelyouflourfoodinvillage,Lucas,newhotword,providence,BurgerKing(bk),HaagenDazs(haagen-dazs),Starbucks(Starbucks),fulldownsweetmeats,andmanyotherwell-knownandpopularconsumerfavoritebrand】.住在这里，36分钟可以去哪？【北京南站】乘坐地铁4号线13站地，到达【北京南站】高铁站，开车、地铁都是40分钟左右车程。住在这里，53分钟可以去哪？【北京南苑机场】乘坐地铁4号线9站地到达【新宫】站，再换乘【机场大巴公主坟线】直达【北京南苑机场】。开车就是上南6环，再上京台高速，直达【北京南站机场】，33分钟可到达。住在这里，53分钟可以去哪？【北京西站】乘坐地铁4号线15站地到达【菜市口】站，换乘地铁7号线4站地，直达【北京西站】。北京西站，亚洲规模最大的现代化铁道客运站之一。住在这里，1小时7分钟可以去哪？【北京首都国际机场】开车直接上6环，换京平高速，再换机场高速，直达【北京首都国际机场】坐地铁大巴1．5小时到达，乘坐地铁4号线13站地到达【北京南站】，换乘【机场大巴北京南站线】，直达【北京首都国际机场】。Livehere,1hourand7minutescango?【theBeijingcapitalinternationalairport】Drivedirectlyonthe6ring,high-speedflatinBeijing,andthenintheairporthigh-speed,straighttotheBeijingcapitalinternationalairportbysubway】1.5hoursbustoarrive,takethesubwayline4,13stationsto【Beijingsouthstation】,transferto【theairportshuttlebustoBeijingsouthrailwaystationline】,to【theBeijingcapitalinternationalairport】.","房源楼上是2个独立卧室和1个独立卫生间，每个卧室都是双人大床，主卧室2米×1.8米双人床，次卧是2米×1.5米双人床。楼上独立卫生间，有准备毛巾，浴巾，沐浴露，洗发膏，牙膏，牙刷，洗手液，手纸等基本生活用品。楼下是客厅，餐厅，厨房，阳台，客厅有很舒适的宜家沙发和茶几，电视是42寸的网络电视等，厨房内的厨具、冰箱、碗筷，调料，米，油等都有准备。Housingupstairs,twoindependentbedroomsand1bathroom,aredoublebedsineachbedroom,masterbedroom2mx1.8mdoublebed,secondlieis2mx1.5mdoublebed.Upstairsbathroom,thepreparedtowel,bathtowel,bathdew,shampoo,toothpaste,toothbrush,handsanitizer,toiletpaperandotherbasicsupplies.Downstairsisthesittingroom,dining-room,kitchen,balcony,theikeasofaandteatableofthesittingroomisverycomfortable,thenetworktelevisionis42inchTV,kitchenutensilsandappliances,refrigeratorinsidethekitchen,eatingfood,spices,meters,oiletchaveprepared.",浴缸允许聚会适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许带宠物,徐向杰,Man,4.9分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区南磨房街道 百子湾 沿海赛洛城,428,23,这里阳光充足，干净温馨。欢迎一样喜欢海风的朋友来7号线地铁百子湾站广渠路和石门东路往东公交唐家村,豪华舒适的大双人床，超舒适高级床垫，纯棉高档床品（干净安全）刀叉齐全，红酒杯，醒酒器，热水壶，洋酒杯子，时尚餐具烛台，花瓶，开瓶器，花艺24小时热水洗澡，大喷头超爽淋浴，高档洗发沐浴大瓶免费提供，还有高档浴巾和毛巾呦，洗衣机滚筒自动，吹风机，牙刷免费无线WIFI，拖鞋，批肩，香氛，3人加1人沙发宽敞，电视，冰箱，洗衣机,停车位允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备浴缸暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟,iHOME民宿沿海店,Woman,4.8分,暂无,暂无,暂无,暂无,暂无
北京市石景山区体育场西街20号院拾景名苑小区2号楼,499,19,你将认识一个热爱生命热爱旅游的大姐，性格开朗，热情好客的我为你在北京准备一个温馨舒适的精装修的家!距离地铁站不到8分钟，楼下有多趟公交车，327.385.337.527.399.958.941.959等.一号线直达天安门广场，军博，北京博物馆，西单大悦城，西单商场，王府井，故宫博物院，中华世纪坛，地铁直到西客站，北京南站，北京站，北京北站，国际机场，机场大巴直接到达万商。,温馨舒适的房子配有两张舒适的大床!为旅游度假的你们解除疲劳，免费的WIFI，高清的电视，24小时热水，洗衣机，微波炉，冰箱，电饭锅，电水壶，燃气灶，一切都是居家配置!为你的北京生活提供方便！,浴缸手纸牙具毛巾香皂允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋允许做饭允许吸烟允许聚会浴液 洗发水,祝竹,Woman,5分,暂无,暂无,暂无,暂无,暂无
